id,task,stimulus,density,frequency,length,item,rt,log_rt,correct,NumID
N3,naming,nonword,low,high,6,talwed,1.009,.0089597413714718,TRUE,40
N3,naming,nonword,low,high,4,ioed,1.102,.0971267107307228,TRUE,40
N3,naming,nonword,low,low,6,sponts,1.012,.0119285708652738,TRUE,40
N3,naming,nonword,high,high,6,stajed,1.233,.209450224182207,TRUE,40
N3,naming,word,high,low,5,minus,.98,-.0202027073175195,TRUE,40
N3,naming,nonword,high,low,5,saged,.937,-.0650719967437148,TRUE,40
N3,naming,word,high,low,6,tipped,.697,-.360969868221613,TRUE,40
N3,naming,word,low,low,6,spiced,.842,-.17197526473981,TRUE,40
N3,naming,nonword,high,high,5,mioes,1.054,.0525924501191706,TRUE,40
N3,naming,word,low,high,6,agreed,.644,-.440056552877783,TRUE,40
N3,naming,nonword,high,low,4,saft,.871,-.138113302129634,TRUE,40
N3,naming,nonword,high,high,5,waued,1.038,.0372957847436969,TRUE,40
N3,naming,word,low,low,4,chef,.902,-.103140758919513,TRUE,40
N3,naming,nonword,low,low,5,snauk,1,0,TRUE,40
N3,naming,nonword,low,high,6,lroods,1.496,.402794879552285,TRUE,40
N3,naming,nonword,high,low,6,sulled,.909,-.0954101848046582,TRUE,40
N3,naming,nonword,high,low,6,ginged,.858,-.153151179494175,TRUE,40
N3,naming,nonword,high,high,5,caoed,.755,-.281037529733112,TRUE,40
N3,naming,word,high,high,4,coat,.716,-.334075112021491,TRUE,40
N3,naming,word,high,low,4,rack,.553,-.592397277459802,TRUE,40
N3,naming,nonword,high,low,6,mooled,.789,-.236988958136263,TRUE,40
N3,naming,word,high,low,6,hailed,.877,-.131248286609954,TRUE,40
N3,naming,nonword,low,low,4,jeev,.85,-.162518929497775,TRUE,40
N3,naming,nonword,low,low,4,truv,.992,-.00803217169726427,TRUE,40
N3,naming,word,low,low,4,levy,.926,-.0768810443359576,TRUE,40
N3,naming,word,high,high,6,missed,.627,-.466808738349216,TRUE,40
N3,naming,nonword,high,high,4,iunt,.864,-.146182510178081,TRUE,40
N3,naming,word,high,low,6,ringed,.655,-.423120043346885,TRUE,40
N3,naming,nonword,low,high,5,dzeam,1.166,.153579087928301,TRUE,40
N3,naming,word,low,high,4,acts,.648,-.433864582629862,TRUE,40
N3,naming,word,low,high,6,latest,.6,-.510825623765991,TRUE,40
N3,naming,word,low,high,5,block,.59,-.527632742082372,TRUE,40
N3,naming,nonword,low,low,6,froads,.679,-.387134151423441,TRUE,40
N3,naming,nonword,high,low,4,thap,.692,-.368169323364468,TRUE,40
N3,naming,word,low,low,5,marsh,.534,-.627359440021942,TRUE,40
N3,naming,word,low,low,5,hymns,.695,-.363843433417345,TRUE,40
N3,naming,word,low,high,4,sign,.667,-.404965233066513,TRUE,40
N3,naming,word,low,high,6,caused,.617,-.482886255076749,TRUE,40
N3,naming,word,high,high,5,rates,.601,-.509160344446929,TRUE,40
N3,naming,word,low,low,4,loaf,1.027,.0266419309464211,TRUE,40
N3,naming,nonword,high,high,5,iulls,1.17,.157003748809665,TRUE,40
N3,naming,word,low,high,6,belong,.693,-.366725279792234,TRUE,40
N3,naming,word,high,high,6,rights,.848,-.164874643190234,TRUE,40
N3,naming,nonword,low,low,5,snucs,1.086,.0825012215117438,TRUE,40
N3,naming,word,low,low,4,numb,1.327,.28292075535007,TRUE,40
N3,naming,nonword,high,high,4,haie,1.164,.151862349309246,TRUE,40
N3,naming,nonword,high,low,5,saped,.986,-.0140989243795016,TRUE,40
N3,naming,word,high,low,4,curl,.706,-.348140041488895,TRUE,40
N3,naming,word,low,high,6,engine,.655,-.423120043346885,TRUE,40
N3,naming,nonword,high,low,6,poiled,.69,-.371063681390832,TRUE,40
N3,naming,word,low,high,4,evil,.679,-.387134151423441,TRUE,40
N3,naming,word,low,low,5,easel,.657,-.420071260497527,TRUE,40
N3,naming,nonword,low,high,4,zoae,1.758,.564176799262985,TRUE,40
N3,naming,nonword,high,high,5,taies,1.099,.0944006754214843,TRUE,40
N3,naming,word,high,low,6,cocked,.776,-.253602758798918,TRUE,40
N3,naming,nonword,low,high,6,flepts,.549,-.599656837472606,TRUE,40
N3,naming,nonword,low,low,5,gilge,.768,-.263965545834465,TRUE,40
N3,naming,word,low,high,4,drew,.68,-.385662480811985,TRUE,40
N3,naming,word,high,high,5,store,.736,-.306525160253261,TRUE,40
N3,naming,word,high,high,4,blow,.887,-.119910296672558,TRUE,40
N3,naming,nonword,high,low,6,swores,.759,-.275753501586507,TRUE,40
N3,naming,word,high,low,4,hush,.651,-.429245636773568,TRUE,40
N3,naming,nonword,low,low,4,deke,.837,-.177931208492662,TRUE,40
N3,naming,nonword,high,high,5,uares,1.228,.205386829724951,TRUE,40
N3,naming,word,low,low,4,jolt,1.159,.147557564357615,TRUE,40
N3,naming,nonword,low,low,4,keph,.709,-.34389975245001,TRUE,40
N3,naming,nonword,low,high,4,wefg,.727,-.318828801448618,TRUE,40
N3,naming,nonword,high,high,6,aopped,.883,-.124430078378177,TRUE,40
N3,naming,word,low,high,4,golf,1.058,.0563803334361077,TRUE,40
N3,naming,nonword,high,high,4,siae,1.31,.27002713721306,TRUE,40
N3,naming,nonword,low,high,6,pganes,1.518,.417393678973438,TRUE,40
N3,naming,word,high,low,6,fender,.743,-.297059234264378,TRUE,40
N3,naming,nonword,low,high,5,phuph,1.124,.116893751471499,TRUE,40
N3,naming,word,low,high,5,steel,.761,-.273121921120451,TRUE,40
N3,naming,nonword,high,high,4,uile,1.712,.53766227771955,TRUE,40
N3,naming,word,low,high,6,talked,1.161,.149281702715754,TRUE,40
N3,naming,word,high,low,5,pines,.556,-.586986984731555,TRUE,40
N3,naming,nonword,high,low,6,craked,1.089,.0852598439508234,TRUE,40
N3,naming,word,low,high,5,names,.808,-.213193220461042,TRUE,40
N3,naming,nonword,low,high,4,xazz,1.327,.28292075535007,TRUE,40
N3,naming,word,high,low,5,pears,.707,-.346724613085564,TRUE,40
N3,naming,word,high,high,5,moves,.539,-.61803970807314,TRUE,40
N3,naming,nonword,high,low,5,hiped,1.023,.0227394869694893,TRUE,40
N3,naming,word,low,low,4,wolf,.748,-.29035230100766,TRUE,40
N3,naming,nonword,low,low,5,slefs,.883,-.124430078378177,TRUE,40
N3,naming,nonword,low,low,4,gurg,.743,-.297059234264378,TRUE,40
N3,naming,nonword,high,low,6,hipped,.865,-.145025772050258,TRUE,40
N3,naming,word,high,low,4,wail,.691,-.369615455214467,TRUE,40
N3,naming,word,high,high,6,shared,.654,-.424647927524938,TRUE,40
N3,naming,word,low,low,6,nudged,.737,-.3051673867928,TRUE,40
N3,naming,word,high,low,6,potted,.602,-.507497833673316,TRUE,40
N3,naming,word,high,high,5,forms,.656,-.421594490038048,TRUE,40
N3,naming,word,low,low,6,draped,.688,-.373966441048793,TRUE,40
N3,naming,nonword,high,low,4,aive,1.156,.144965770250186,TRUE,40
N3,naming,nonword,high,low,5,vobes,.679,-.387134151423441,TRUE,40
N3,naming,nonword,low,low,6,blorgs,.671,-.398986142010455,TRUE,40
N3,naming,word,high,high,4,fill,.473,-.748659890490204,TRUE,40
N3,naming,nonword,low,high,5,tyded,.602,-.507497833673316,TRUE,40
N3,naming,nonword,low,high,6,jridge,1.186,.170586300575534,TRUE,40
N3,naming,nonword,low,low,5,scaig,1.279,.246078522596706,TRUE,40
N3,naming,word,low,low,4,soak,.796,-.228156093137754,TRUE,40
N3,naming,nonword,high,high,5,ients,.847,-.166054584330083,TRUE,40
N3,naming,nonword,low,high,4,tauv,.641,-.444725822061467,TRUE,40
N3,naming,nonword,high,low,4,dute,.765,-.267879445155601,TRUE,40
N3,naming,nonword,high,high,6,qobbed,1.01,.00995033085316809,TRUE,40
N3,naming,word,high,high,4,boat,.628,-.465215112513938,TRUE,40
N3,naming,word,low,high,5,serve,.659,-.41703174447963,TRUE,40
N3,naming,word,high,high,4,note,.671,-.398986142010455,TRUE,40
N3,naming,nonword,low,high,6,nekved,1.173,.159564569671338,TRUE,40
N3,naming,nonword,low,high,5,rocis,1.216,.195566783543975,TRUE,40
N3,naming,nonword,high,low,5,wimed,.868,-.141563564321787,TRUE,40
N3,naming,word,high,low,4,tilt,.714,-.336872316642553,TRUE,40
N3,naming,nonword,high,low,6,crames,1.087,.0834216081390724,TRUE,40
N3,naming,nonword,high,low,6,blaked,.798,-.225646681532328,TRUE,40
N3,naming,nonword,high,high,5,ioles,.807,-.214431610712188,TRUE,40
N3,naming,nonword,high,low,4,baln,.822,-.196014883925957,TRUE,40
N3,naming,nonword,high,high,6,aumble,1.108,.102556588325092,TRUE,40
N3,naming,word,high,low,4,ramp,.699,-.358104536748327,TRUE,40
N3,naming,word,low,high,6,tongue,.674,-.39452516806983,TRUE,40
N3,naming,word,low,high,4,term,.585,-.536143431750281,TRUE,40
N3,naming,word,high,low,4,coil,.556,-.586986984731555,TRUE,40
N3,naming,nonword,high,high,5,oines,1.952,.668854487990901,TRUE,40
N3,naming,word,low,low,4,turf,.86,-.150822889734584,TRUE,40
N3,naming,word,low,high,6,handed,.583,-.539568092631645,TRUE,40
N3,naming,word,high,low,6,licked,.717,-.332679438382517,TRUE,40
N3,naming,word,low,high,5,funds,.518,-.657780036722654,TRUE,40
N3,naming,word,low,high,4,unit,.649,-.432322562278047,TRUE,40
N3,naming,nonword,low,high,6,luxged,1.13,.122217632724249,TRUE,40
N3,naming,nonword,low,high,6,mhurch,1.35,.300104592450338,TRUE,40
N3,naming,word,low,low,6,chewed,.758,-.277071893339765,TRUE,40
N3,naming,word,low,low,5,irons,.772,-.258770728957361,TRUE,40
N3,naming,nonword,high,low,5,keeks,.731,-.313341819232359,TRUE,40
N3,naming,nonword,low,high,5,ayped,1.615,.47933495667462,TRUE,40
N3,naming,word,high,high,6,finger,.833,-.182721636815294,TRUE,40
N3,naming,word,high,high,4,pool,.554,-.590590592234853,TRUE,40
N3,naming,nonword,low,low,4,pryp,1.358,.306013029136504,TRUE,40
N3,naming,nonword,high,high,6,leaoed,1.337,.290428298119806,TRUE,40
N3,naming,word,high,high,5,loved,.821,-.197232169529709,TRUE,40
N3,naming,nonword,high,low,4,looc,1.228,.205386829724951,TRUE,40
N3,naming,nonword,high,low,6,lamped,.71,-.342490308946776,TRUE,40
N3,naming,nonword,low,low,4,kyth,1.112,.106160195828391,TRUE,40
N3,naming,word,high,low,4,reed,.785,-.242071561199729,TRUE,40
N3,naming,nonword,low,low,6,thrued,1.214,.193920692637306,TRUE,40
N3,naming,nonword,low,low,5,volms,.701,-.355247391947547,TRUE,40
N3,naming,word,low,low,5,knack,.824,-.193584749072665,TRUE,40
N3,naming,word,high,high,4,ship,.531,-.632993257740198,TRUE,40
N3,naming,nonword,low,low,5,terpe,.609,-.49593701127224,TRUE,40
N3,naming,word,high,high,5,match,.565,-.570929547835696,TRUE,40
N3,naming,word,low,low,5,ounce,.738,-.303811454381665,TRUE,40
N3,naming,nonword,high,high,4,diae,1.134,.12575120530556,TRUE,40
N3,naming,nonword,low,high,6,ticyed,1.992,.689139159162407,TRUE,40
N3,naming,word,high,low,5,shave,.827,-.189950583958446,TRUE,40
N3,naming,word,low,low,5,mirth,.623,-.473208760194684,TRUE,40
N3,naming,nonword,low,low,6,keched,.85,-.162518929497775,TRUE,40
N3,naming,word,low,high,5,queen,.605,-.502526820951296,TRUE,40
N3,naming,nonword,high,high,4,iape,.78,-.2484613592985,TRUE,40
N3,naming,word,high,low,6,wailed,.719,-.32989392126109,TRUE,40
N3,naming,word,low,low,6,pearls,.536,-.623621117911335,TRUE,40
N3,naming,word,low,high,6,normal,.605,-.502526820951296,TRUE,40
N3,naming,word,low,high,5,march,.878,-.13010868534702,TRUE,40
N3,naming,nonword,low,low,4,ipce,1.861,.621113977660114,TRUE,40
N3,naming,word,low,high,6,smiled,1.254,.226338442210729,TRUE,40
N3,naming,nonword,high,high,6,sgacks,1.569,.450438473750896,TRUE,40
N3,naming,word,low,low,5,hosts,.669,-.401971218853909,TRUE,40
N3,naming,word,low,low,6,glazed,.625,-.470003629245736,TRUE,40
N3,naming,word,high,low,6,washes,.641,-.444725822061467,TRUE,40
N3,naming,nonword,high,low,6,looned,.518,-.657780036722654,TRUE,40
N3,naming,word,low,high,5,ahead,.985,-.0151136378100482,TRUE,40
N3,naming,word,high,low,4,mend,.914,-.089924707527987,TRUE,40
N3,naming,nonword,low,high,5,pikts,.706,-.348140041488895,TRUE,40
N3,naming,nonword,low,high,6,uifths,1.17,.157003748809665,TRUE,40
N3,naming,nonword,high,low,6,starks,1.194,.17730901497041,TRUE,40
N3,naming,word,low,high,4,glad,.782,-.245900538436826,TRUE,40
N3,naming,nonword,high,low,4,swav,.785,-.242071561199729,TRUE,40
N3,naming,nonword,low,high,4,oxbs,1.091,.0870947068509337,TRUE,40
N3,naming,nonword,high,low,4,fler,.757,-.278392025544688,TRUE,40
N3,naming,nonword,low,low,6,fleste,.891,-.115410851511328,TRUE,40
N3,naming,word,high,high,5,pages,1.027,.0266419309464211,TRUE,40
N3,naming,nonword,high,high,4,aown,.991,-.00904074465214907,TRUE,40
N3,naming,nonword,low,high,5,dyxes,1.359,.306749135169007,TRUE,40
N3,naming,word,high,high,4,tour,1.076,.0732504617395927,TRUE,40
N3,naming,word,high,low,6,rocket,.576,-.551647618286246,TRUE,40
N3,naming,nonword,low,low,6,cratts,.656,-.421594490038048,TRUE,40
N3,naming,nonword,low,low,6,slinds,1.246,.219938420365261,TRUE,40
N3,naming,nonword,high,high,4,uabs,1.19,.173953307123438,TRUE,40
N3,naming,nonword,low,high,6,vrites,1.184,.168898536461814,TRUE,40
N3,naming,word,low,low,6,masked,.844,-.16960278438618,TRUE,40
N3,naming,word,low,low,5,truce,.609,-.49593701127224,TRUE,40
N3,naming,word,low,high,4,copy,.559,-.581605805827038,TRUE,40
N3,naming,nonword,high,high,5,iared,1.308,.268499253035007,TRUE,40
N3,naming,nonword,high,high,5,uests,1.047,.0459289318883997,TRUE,40
N3,naming,word,high,low,6,banker,.951,-.0502412164367468,TRUE,40
N3,naming,nonword,high,low,6,cicked,1.459,.377751269540649,TRUE,40
N3,naming,nonword,low,low,4,myde,.956,-.0449973659307358,TRUE,40
N3,naming,word,high,low,5,berry,.786,-.24079848655293,TRUE,40
N3,naming,word,high,high,6,faster,.732,-.311974765020825,TRUE,40
N3,naming,word,high,high,5,train,.694,-.365283318475333,TRUE,40
N3,naming,nonword,high,high,4,ieep,1.092,.0880108773227134,TRUE,40
N3,naming,nonword,high,low,6,eacked,.963,-.0377018671840115,TRUE,40
N3,naming,nonword,high,high,6,aettle,1.136,.12751332029896,TRUE,40
N3,naming,word,high,low,4,flaw,.774,-.25618340539241,TRUE,40
N3,naming,word,high,high,5,homes,.675,-.393042588109607,TRUE,40
N3,naming,nonword,low,high,4,sjiv,1.845,.612479277492491,TRUE,40
N3,naming,word,low,low,4,oval,.917,-.0866478067256722,TRUE,40
N3,naming,word,high,high,6,waited,.522,-.650087691099498,TRUE,40
N3,naming,word,low,high,4,ends,.643,-.441610554744518,TRUE,40
N3,naming,nonword,low,low,5,teene,.655,-.423120043346885,TRUE,40
N3,naming,word,low,high,5,yards,.718,-.331285709933913,TRUE,40
N3,naming,word,low,low,5,plush,.654,-.424647927524938,TRUE,40
N3,naming,word,low,high,4,club,.676,-.391562202939173,TRUE,40
N3,naming,nonword,low,high,4,niys,1.31,.27002713721306,TRUE,40
N3,naming,word,high,high,5,beach,1.031,.0305292050348228,TRUE,40
N3,naming,nonword,high,high,4,eush,1.1,.0953101798043249,TRUE,40
N3,naming,word,high,low,4,hack,.672,-.397496938458987,TRUE,40
N3,naming,word,high,high,4,king,.626,-.468404907882039,TRUE,40
N3,naming,word,low,low,6,compel,.628,-.465215112513938,TRUE,40
N3,naming,nonword,low,low,6,lothed,.756,-.279713902802604,TRUE,40
N3,naming,nonword,low,low,5,scanx,1.186,.170586300575534,TRUE,40
N3,naming,nonword,high,low,5,rairs,2.006,.696142689539744,TRUE,40
N5,naming,word,high,low,5,hatch,1.473,.387301137480493,TRUE,41
N5,naming,word,low,low,5,hymns,1.318,.276115436080316,TRUE,41
N5,naming,nonword,low,high,6,prahce,.462,-.772190387900398,TRUE,41
N5,naming,word,high,low,6,ringed,2.599,.955126755659353,TRUE,41
N5,naming,word,low,low,6,spiced,.836,-.179126665897435,TRUE,41
N5,naming,word,low,low,6,weighs,.704,-.350976922824095,TRUE,41
N5,naming,word,high,high,6,stayed,.886,-.121038328377056,TRUE,41
N5,naming,nonword,high,low,4,thap,.91,-.0943106794712413,TRUE,41
N5,naming,word,low,low,5,reins,.687,-.375420986759788,TRUE,41
N5,naming,word,low,high,6,caused,.712,-.339677367570161,TRUE,41
N5,naming,word,low,high,4,sign,.811,-.209487224866724,TRUE,41
N5,naming,word,high,high,5,games,.691,-.369615455214467,TRUE,41
N5,naming,word,high,low,4,vent,.812,-.208254938820459,TRUE,41
N5,naming,nonword,low,high,6,talwed,1.109,.10345870836823,TRUE,41
N5,naming,nonword,high,high,5,eoods,2.12,.751416088683921,TRUE,41
N5,naming,word,low,low,4,chef,.975,-.0253178079842899,TRUE,41
N5,naming,word,low,high,4,acts,.576,-.551647618286246,TRUE,41
N5,naming,word,high,low,4,yell,.592,-.524248644098131,TRUE,41
N5,naming,nonword,high,high,4,iunt,1.768,.569848964215452,TRUE,41
N5,naming,word,high,high,4,coat,.432,-.839329690738027,TRUE,41
N5,naming,nonword,high,low,5,trile,.643,-.441610554744518,TRUE,41
N5,naming,nonword,low,low,4,naln,1.382,.323531725345478,TRUE,41
N5,naming,nonword,low,high,4,bhef,1.431,.358373500574314,TRUE,41
N5,naming,nonword,low,low,4,gief,1.404,.339325305603619,TRUE,41
N5,naming,nonword,high,low,4,gark,.924,-.0790432073404529,TRUE,41
N5,naming,nonword,high,high,5,caoed,.221,-1.50959257746438,TRUE,41
N5,naming,nonword,low,low,6,sponts,.587,-.532730459154041,TRUE,41
N5,naming,nonword,low,low,5,shond,.706,-.348140041488895,TRUE,41
N5,naming,nonword,high,high,4,sanm,1.049,.0478373294141601,TRUE,41
N5,naming,nonword,low,high,5,smawn,2.099,.741461040838496,TRUE,41
N5,naming,nonword,high,low,6,mooled,1.512,.413433277757341,TRUE,41
N5,naming,word,high,high,6,stared,.916,-.0877389143080067,TRUE,41
N5,naming,nonword,high,low,4,zoss,.74,-.301105092783922,TRUE,41
N5,naming,word,low,high,4,join,.882,-.125563222975346,TRUE,41
N5,naming,word,high,low,6,hailed,.745,-.294371060602578,TRUE,41
N5,naming,word,low,high,5,block,.6,-.510825623765991,TRUE,41
N5,naming,word,high,high,6,missed,.603,-.505838082254952,TRUE,41
N5,naming,nonword,high,low,5,saged,.761,-.273121921120451,TRUE,41
N5,naming,nonword,low,low,4,zyts,1.339,.291923066709035,TRUE,41
N5,naming,nonword,high,high,5,shaoe,1.273,.241376319575269,TRUE,41
N5,naming,word,low,high,4,self,.898,-.107585210679937,TRUE,41
N5,naming,nonword,high,high,4,daie,1.097,.0925791812930932,TRUE,41
N5,naming,word,low,high,6,motion,.758,-.277071893339765,TRUE,41
N5,naming,word,low,low,4,levy,.998,-.00200200267067308,TRUE,41
N5,naming,nonword,low,high,6,lroods,1.924,.654406352243515,TRUE,41
N5,naming,word,high,low,5,minus,1.009,.0089597413714718,TRUE,41
N5,naming,word,high,high,4,feed,.757,-.278392025544688,TRUE,41
N5,naming,word,high,high,5,rates,.625,-.470003629245736,TRUE,41
N5,naming,word,low,low,6,darted,.728,-.317454230785451,TRUE,41
N5,naming,word,high,low,4,rack,.649,-.432322562278047,TRUE,41
N5,naming,nonword,high,low,6,zailed,.774,-.25618340539241,TRUE,41
N5,naming,word,low,high,4,onto,.744,-.295714244149045,TRUE,41
N5,naming,nonword,low,low,6,mowlds,.974,-.026343975339602,TRUE,41
N5,naming,nonword,high,high,5,clajs,2.28,.824175442966349,TRUE,41
N5,naming,word,low,low,5,joins,.841,-.173163619009189,TRUE,41
N5,naming,word,high,low,4,hush,.734,-.309246250367621,TRUE,41
N5,naming,nonword,high,high,5,oeats,1.609,.475612868010246,TRUE,41
N5,naming,nonword,low,low,5,slefs,1.132,.123985979780991,TRUE,41
N5,naming,nonword,high,low,5,saped,1.05,.048790164169432,TRUE,41
N5,naming,word,low,high,4,golf,.865,-.145025772050258,TRUE,41
N5,naming,word,low,low,6,nudged,.831,-.185125484126689,TRUE,41
N5,naming,word,low,high,6,talked,.788,-.238257189124258,TRUE,41
N5,naming,word,high,high,4,list,.73,-.3147107448397,TRUE,41
N5,naming,nonword,high,low,4,doon,.959,-.0418642040986989,TRUE,41
N5,naming,nonword,low,low,6,cweate,1.08,.0769610411361284,TRUE,41
N5,naming,nonword,high,high,6,eoomed,1.36,.307484699747961,TRUE,41
N5,naming,nonword,high,low,5,stams,1.011,.0109399400383343,TRUE,41
N5,naming,nonword,high,high,4,haie,.905,-.0998203352822109,TRUE,41
N5,naming,nonword,low,high,6,jridge,1.816,.596636280179102,TRUE,41
N5,naming,nonword,high,high,6,aopped,1.094,.0898407039997895,TRUE,41
N5,naming,word,low,low,5,discs,.868,-.141563564321787,TRUE,41
N5,naming,nonword,low,low,5,gwern,1.023,.0227394869694893,TRUE,41
N5,naming,nonword,high,low,5,vobes,.832,-.183922838160928,TRUE,41
N5,naming,word,high,low,4,wail,.755,-.281037529733112,TRUE,41
N5,naming,word,high,low,5,pears,.607,-.499226487922639,TRUE,41
N5,naming,nonword,high,high,6,seaqed,.944,-.0576291128366364,TRUE,41
N5,naming,word,high,low,5,rowed,.674,-.39452516806983,TRUE,41
N5,naming,word,low,low,4,afar,.802,-.220646671115623,TRUE,41
N5,naming,word,high,high,4,blow,.745,-.294371060602578,TRUE,41
N5,naming,nonword,high,low,5,hiped,1.166,.153579087928301,TRUE,41
N5,naming,word,high,low,6,potted,.715,-.335472736288129,TRUE,41
N5,naming,nonword,low,low,6,quetts,.711,-.341082849178896,TRUE,41
N5,naming,word,high,low,5,latch,.678,-.388607991041741,TRUE,41
N5,naming,nonword,low,low,4,gurg,.743,-.297059234264378,TRUE,41
N5,naming,word,high,high,6,failed,.68,-.385662480811985,TRUE,41
N5,naming,word,high,high,5,forms,.76,-.27443684570176,TRUE,41
N5,naming,word,low,low,4,wolf,.666,-.406465608441748,TRUE,41
N5,naming,word,low,high,5,steel,.79,-.23572233352107,TRUE,41
N5,naming,nonword,low,high,6,flepts,.676,-.391562202939173,TRUE,41
N5,naming,word,high,high,5,store,.809,-.211956361923645,TRUE,41
N5,naming,word,high,high,4,milk,.738,-.303811454381665,TRUE,41
N5,naming,nonword,low,high,5,phuph,1.443,.366724279791734,TRUE,41
N5,naming,nonword,high,high,6,uucked,1.678,.517602608045014,TRUE,41
N5,naming,word,high,high,6,packed,.773,-.257476230394715,TRUE,41
N5,naming,word,low,low,5,abide,.657,-.420071260497527,TRUE,41
N5,naming,word,low,high,6,raised,.807,-.214431610712188,TRUE,41
N5,naming,word,high,high,5,moves,1.123,.116003675756306,TRUE,41
N5,naming,word,high,low,4,cove,.727,-.318828801448618,TRUE,41
